Band	HGNC symbol	Gene Start (bp)	Gene End (bp)	Chromosome Name
p13.3	PDIA2	283152	287215	16
p13.3	AXIN1	287440	352673	16
p13.3	MRPL28	367384	370527	16
p13.3	TMEM8A	370773	387113	16
p13.3	NME4	396725	410367	16
p13.3	DECR2	401826	412487	16
p13.3	RAB11FIP3	425619	523011	16
p13.3	LINC00235	525155	527407	16
p13.3	MIR3176	543277	543366	16
p13.3	PIGQ	566995	584136	16
p13.3	NHLRC4	566996	569495	16
p13.3	RAB40C	589357	629272	16
p13.3	WFIKKN1	629239	634116	16
p13.3	C16orf13	634427	636366	16
p13.3	WDR90	649311	667833	16
p13.3	RHOT2	668086	674174	16
p13.3	RHBDL1	675666	678268	16
p13.3	STUB1	680224	682870	16
p13.3	JMJD8	681671	684528	16
p13.3	WDR24	684622	690444	16
p13.3	FBXL16	692498	705829	16
p13.3	METRN	715115	719655	16
p13.3	FAM173A	720581	722601	16
p13.3	CCDC78	722582	726954	16
p13.3	HAGHL	726936	735525	16
p13.3	NARFL	729753	741329	16
p13.3	MSLN	760762	768865	16
p13.3	MSLNL	769428	783370	16
p13.3	MIR662	770183	770277	16
p13.3	RPUSD1	784974	788397	16
p13.3	CHTF18	788046	800737	16
p13.3	GNG13	798041	800733	16
p13.3	PRR25	805443	813861	16
p13.3	LMF1	853634	981318	16
p13.3	SOX8	981808	986979	16
p13.3	SSTR5	1078781	1080142	16
p13.3	C1QTNF8	1090005	1096244	16
p13.3	CACNA1H	1153121	1221772	16
p13.3	TPSG1	1221651	1225257	16
p13.3	TPSB2	1227272	1230184	16
p13.3	TPSAB1	1240696	1242554	16
p13.3	TPSD1	1256059	1258998	16
p13.3	UBE2I	1308880	1327018	16
p13.3	BAIAP3	1333601	1349441	16
p13.3	GNPTG	1351923	1364113	16
p13.3	UNKL	1363205	1414751	16
p13.3	C16orf91	1419744	1420800	16
p13.3	CCDC154	1434383	1444556	16
p13.3	CLCN7	1444934	1475580	16
p13.3	PTX4	1485886	1488981	16
p13.3	TELO2	1493344	1510457	16
p13.3	IFT140	1510427	1612110	16
p13.3	TMEM204	1528688	1555580	16
p13.3	HN1L	1678256	1702280	16
p13.3	MAPK8IP3	1706183	1770317	16
p13.3	MIR3177	1734985	1735066	16
p13.3	NME3	1770286	1771730	16
p13.3	MRPS34	1771890	1773155	16
p13.3	EME2	1773207	1781708	16
p13.3	SPSB3	1776712	1793700	16
p13.3	NUBP2	1782901	1789191	16
p13.3	IGFALS	1790413	1794971	16
p13.3	HAGH	1795620	1827194	16
p13.3	FAHD1	1826941	1840207	16
p13.3	LINC00254	1878285	1884233	16
p13.3	HS3ST6	1911463	1918440	16
p13.3	RPL3L	1943974	1957606	16
p13.3	NDUFB10	1959508	1961975	16
p13.3	RPS2	1962052	1964860	16
p13.3	SNORA10	1962334	1962466	16
p13.3	SNORA64	1962973	1963106	16
p13.3	SNHG9	1964959	1965509	16
p13.3	SNORA78	1965184	1965310	16
p13.3	RNF151	1966823	1968975	16
p13.3	TBL3	1972037	1982933	16
p13.3	NOXO1	1978917	1984192	16
p13.3	GFER	1984207	1987749	16
p13.3	SYNGR3	1989660	1994275	16
p13.3	ZNF598	1997654	2009823	16
p13.3	NPW	2009926	2020755	16
p13.3	SLC9A3R2	2025356	2039026	16
p13.3	NTHL1	2039815	2047866	16
p13.3	TSC2	2047465	2088720	16
p13.3	PKD1	2088710	2135898	16
p13.3	MIR1225	2090195	2090284	16
p13.3	MIR4516	2133119	2133204	16
p13.3	MIR3180-5	2135977	2136129	16
p13.3	RAB26	2140803	2154165	16
p13.3	SNORD60	2155023	2155105	16
p13.3	TRAF7	2155698	2178129	16
p13.3	CASKIN1	2177180	2196525	16
p13.3	MLST8	2204248	2209416	16
p13.3	PGP	2211997	2214807	16
p13.3	E4F1	2223566	2235742	16
p13.3	DNASE1L2	2235816	2238711	16
p13.3	ECI1	2239395	2252300	16
p13.3	RNPS1	2253116	2268412	16
p13.3	MIR940	2268155	2273418	16
p13.3	MIR3677	2270713	2270772	16
p13.3	MIR4717	2274620	2274691	16
p13.3	ABCA3	2275881	2340746	16
p13.3	ABCA17P	2339150	2426699	16
p13.3	CCNF	2429394	2458854	16
p13.3	C16orf59	2460080	2464963	16
p13.3	NTN3	2471499	2474145	16
p13.3	TBC1D24	2475051	2509560	16
p13.3	ATP6V0C	2513870	2520218	16
p13.3	AMDHD2	2520357	2531422	16
p13.3	CEMP1	2530035	2531417	16
p13.3	MIR3178	2531922	2532005	16
p13.3	PDPK1	2537964	2603188	16
p13.3	KCTD5	2682475	2709030	16
p13.3	PRSS27	2712418	2720551	16
p13.3	SRRM2	2752329	2772538	16
p13.3	TCEB2	2771414	2777297	16
p13.3	PRSS33	2783953	2787948	16
p13.3	PRSS41	2798485	2805132	16
p13.3	PRSS21	2817180	2826304	16
p13.3	ZG16B	2830169	2839585	16
p13.3	PRSS30P	2839568	2842744	16
p13.3	PRSS22	2852727	2858170	16
p13.3	FLYWCH2	2883186	2899382	16
p13.3	FLYWCH1	2911937	2951208	16
p13.3	KREMEN2	2963944	2968383	16
p13.3	PKMYT1	2968024	2980539	16
p13.3	PAQR4	2969245	2973489	16
p13.3	CLDN9	3012456	3014505	16
p13.3	CLDN6	3014712	3020071	16
p13.3	TNFRSF12A	3018445	3022383	16
p13.3	HCFC1R1	3022620	3024286	16
p13.3	THOC6	3024027	3027755	16
p13.3	MMP25	3046681	3060726	16
p13.3	IL32	3065297	3082192	16
p13.3	ZSCAN10	3088890	3099317	16
p13.3	ZNF205	3112560	3120517	16
p13.3	ZNF213	3129777	3142805	16
p13.3	OR1F1	3204247	3205188	16
p13.3	OR1F2P	3215611	3216543	16
p13.3	ZNF200	3222325	3236221	16
p13.3	MEFV	3242028	3256627	16
p13.3	ZNF263	3263800	3301401	16
p13.3	TIGD7	3298832	3305729	16
p13.3	ZNF75A	3305406	3318852	16
p13.3	OR2C1	3355889	3357294	16
p13.3	MTRNR2L4	3370979	3372740	16
p13.3	ZNF174	3401235	3409370	16
p13.3	ZNF597	3432422	3443542	16
p13.3	NAA60	3443611	3486963	16
p13.3	C16orf90	3493484	3495480	16
p13.3	CLUAP1	3500924	3539048	16
p13.3	NLRC3	3539033	3577400	16
p13.3	SLX4	3581181	3611598	16
p13.3	DNASE1	3611728	3680143	16
p13.3	TRAP1	3651639	3717597	16
p13.3	CREBBP	3725054	3880726	16
p13.3	ADCY9	3953387	4116185	16
p13.3	SRL	4189374	4242080	16
p13.3	TFAP4	4257186	4273075	16
p13.3	GLIS2	4314761	4339597	16
p13.3	PAM16	4331549	4355607	16
p13.3	CORO7-PAM16	4340251	4420494	16
p13.3	CORO7	4354542	4425705	16
p13.3	VASN	4371848	4383528	16
p13.3	DNAJA3	4425805	4456775	16
p13.3	NMRAL1	4461680	4495763	16
p13.3	HMOX2	4474690	4510347	16
p13.3	C16orf96	4556490	4600714	16
p13.3	MGRN1	4616493	4690974	16
p13.3	NUDT16L1	4693694	4695859	16
p13.3	ANKS3	4696510	4734378	16
p13.3	C16orf71	4734272	4749396	16
p13.3	ZNF500	4748239	4767624	16
p13.3	SEPT12	4777669	4788521	16
p13.3	ROGDI	4796968	4802950	16
p13.3	GLYR1	4803203	4847342	16
p13.3	UBN1	4846665	4882360	16
p13.3	PPL	4882507	4960741	16
p13.3	SEC14L5	4958317	5019158	16
p13.3	NAGPA	5024844	5034141	16
p13.3	ALG1	5033960	5087379	16
p13.3	C16orf89	5044122	5066110	16
p13.3	RBFOX1	6019094	7713338	16
p13.2	TMEM114	8537605	8590193	16
p13.2	METTL22	8621683	8649654	16
p13.2	ABAT	8674565	8784575	16
p13.2	TMEM186	8780384	8797648	16
p13.2	PMM2	8788823	8849331	16
p13.2	CARHSP1	8852942	8869012	16
p13.2	USP7	8892094	8964514	16
p13.2	C16orf72	9091648	9121640	16
p13.2	GRIN2A	9753404	10182754	16
p13.2	ATF7IP2	10326434	10483638	16
p13.13	EMP2	10528422	10580698	16
p13.13	TEKT5	10627501	10694945	16
p13.13	NUBP1	10743786	10769351	16
p13.13	CIITA	10866222	10932281	16
p13.13	DEXI	10928891	10942460	16
p13.13	CLEC16A	10944488	11182189	16
p13.13	RMI2	11249619	11351762	16
p13.13	SOCS1	11254405	11256179	16
p13.13	TNP2	11267748	11269533	16
p13.13	PRM3	11273218	11273641	16
p13.13	PRM2	11275639	11276480	16
p13.13	PRM1	11280836	11281350	16
p13.13	MIR548H2	11306440	11306527	16
p13.13	LITAF	11547722	11636381	16
p13.13	SNN	11668414	11679159	16
p13.13	TXNDC11	11679080	11742878	16
p13.13	ZC3H7A	11750586	11797267	16
p13.13	BCAR4	11819829	11828845	16
p13.13	RSL1D1	11833850	11851585	16
p13.13	GSPT1	11868128	11916082	16
p13.13	TNFRSF17	11965107	11968068	16
p13.13	SNX29	11976737	12574289	16
p13.12	CPPED1	12659799	12804017	16
p13.12	MIR4718	12720321	12720371	16
p13.12	SHISA9	12901620	13240413	16
p13.12	ERCC4	13920157	13952345	16
p13.12	MKL2	14071321	14266773	16
p13.12	MIR193B	14303967	14304049	16
p13.12	MIR365A	14309285	14309371	16
p13.12	PARN	14435701	14632728	16
p13.12	BFAR	14632815	14669236	16
p13.12	PLA2G10	14672545	14694669	16
p13.11	ABCC6P2	14820792	14824702	16
p13.11	NOMO1	14833681	14896160	16
p13.11	MIR3179-1	14901499	14902174	16
p13.11	MIR3180-1	14909887	14911345	16
p13.11	MIR3180-1	14911220	14911313	16
p13.11	PDXDC1	14974591	15139339	16
p13.11	MIR1972-1	15010321	15010397	16
p13.11	NTAN1	15037853	15056079	16
p13.11	RRN3	15060022	15094317	16
p13.11	MIR3180-4	15154850	15155002	16
p13.11	MIR3180-4	15154903	15157020	16
p13.11	MPV17L	15395754	15413268	16
p13.11	C16orf45	15434295	15625028	16
p13.11	KIAA0430	15594386	15643166	16
p13.11	NDE1	15643267	15726353	16
p13.11	MYH11	15703172	15857033	16
p13.11	FOPNL	15865720	15888625	16
p13.11	ABCC1	15949577	16143074	16
p13.11	ABCC6	16148928	16223522	16
p13.11	NOMO3	16232495	16294814	16
p13.11	MIR3179-2	16300159	16300242	16
p13.11	MIR3180-2	16308542	16310000	16
p13.11	MIR3180-2	16309879	16309966	16
p13.11	PKD1P1	16310341	16334190	16
p12.3	XYLT1	17101769	17470881	16
p12.3	MIR3180-3	18402146	18403604	16
p12.3	MIR3180-3	18402178	18402271	16
p12.3	MIR3179-3	18411894	18411977	16
p12.3	NOMO2	18417325	18562211	16
p12.3	ABCC6P1	18571162	18598328	16
p12.3	RPS15A	18781295	18790383	16
p12.3	ARL6IP1	18791667	18801678	16
p12.3	SMG1	18804853	18926454	16
p12.3	TMC7	18983934	19063942	16
p12.3	COQ7	19067599	19080095	16
p12.3	ITPRIPL2	19113932	19121629	16
p12.3	SYT17	19167971	19268334	16
p12.3	CLEC19A	19285739	19322145	16
p12.3	TMC5	19410496	19499113	16
p12.3	GDE1	19501689	19522145	16
p12.3	CCP110	19523811	19553408	16
p12.3	C16orf62	19555240	19706793	16
p12.3	IQCK	19716456	19858467	16
p12.3	GPRC5B	19856691	19886167	16
p12.3	GPR139	20031485	20073917	16
p12.3	GP2	20309572	20327808	16
p12.3	UMOD	20333052	20356301	16
p12.3	PDILT	20359170	20404737	16
p12.3	ACSM5	20409534	20441336	16
p12.3	ACSM2A	20451461	20487667	16
p12.3	ACSM2B	20536226	20576427	16
p12.3	ACSM3	20610243	20797581	16
p12.3	ACSM1	20623237	20698890	16
p12.3	THUMPD1	20702816	20742084	16
p12.3	ERI2	20780193	20900349	16
p12.3	DCUN1D3	20854925	20900384	16
p12.3	LYRM1	20899868	20925006	16
p12.3	DNAH3	20933111	21159441	16
p12.3	TMEM159	21158377	21180616	16
p12.2	ZP2	21197450	21214510	16
p12.2	ANKS4B	21233665	21253845	16
p12.2	CRYM	21238874	21303083	16
p12.2	CRYM-AS1	21300849	21318591	16
p12.2	SNX29P1	21376648	21386064	16
p12.2	MIR3680-1	21506049	21506135	16
p12.2	SLC7A5P2	21519830	21520365	16
p12.2	METTL9	21597218	21657473	16
p12.2	IGSF6	21639537	21652660	16
p12.2	OTOA	21678514	21760729	16
p12.2	RRN3P1	21796106	21820410	16
p12.2	UQCRC2	21952660	21983660	16
p12.2	PDZD9	21983865	22001110	16
p12.2	C16orf52	22007638	22087534	16
p12.2	VWA3A	22092538	22156966	16
p12.2	EEF2K	22206282	22288732	16
p12.2	POLR3E	22297375	22335103	16
p12.2	CDR2	22345936	22437165	16
p12.2	RRN3P3	22418672	22437715	16
p12.2	HS3ST2	22814177	22916338	16
p12.2	USP31	23061406	23149270	16
p12.2	SCNN1G	23182715	23216883	16
p12.2	SCNN1B	23278231	23381299	16
p12.2	COG7	23388493	23453180	16
p12.2	GGA2	23463542	23521995	16
p12.2	EARS2	23522014	23557731	16
p12.2	UBFD1	23557362	23574389	16
p12.2	NDUFAB1	23581002	23596356	16
p12.2	PALB2	23603160	23641310	16
p12.2	DCTN5	23641392	23677455	16
p12.2	PLK1	23677656	23690367	16
p12.2	ERN2	23690309	23713500	16
p12.2	CHP2	23754627	23758951	16
p12.2	PRKCB	23836001	24220611	16
p12.1	CACNG3	24255553	24362801	16
p12.1	RBBP6	24537693	24572863	16
p12.1	TNRC6A	24610209	24827632	16
p12.1	SLC5A11	24845841	24911628	16
p12.1	ARHGAP17	24919385	25015666	16
p12.1	LCMT1	25111729	25178231	16
p12.1	AQP8	25215731	25228940	16
p12.1	ZKSCAN2	25236001	25257931	16
p12.1	HS3ST4	25692026	26137688	16
p12.1	MIR548W	26025237	26025310	16
p12.1	C16orf82	27066707	27069165	16
p12.1	NSMCE1	27224991	27268794	16
p12.1	IL4R	27313668	27364778	16
p12.1	IL21R	27402162	27452042	16
p12.1	GTF3C1	27459555	27549913	16
p12.1	KIAA0556	27550133	27780369	16
p12.1	GSG1L	27787535	28063509	16
p12.1	XPO6	28097979	28211920	16
p12.1	SBK1	28292519	28323849	16
p12.1	EIF3CL	28379579	28403879	16
p12.1	CLN3	28474111	28495575	16
p12.1	APOBR	28494649	28498970	16
p11.2	IL27	28499362	28512051	16
p11.2	NUPR1	28532708	28539174	16
p11.2	SULT1A2	28591943	28597109	16
p11.2	SULT1A1	28605196	28623625	16
p11.2	EIF3C	28688558	28735730	16
p11.2	ATXN2L	28823035	28837237	16
p11.2	TUFM	28842411	28846408	16
p11.2	SH2B1	28846600	28874212	16
p11.2	ATP2A1	28878405	28904509	16
p11.2	RABEP2	28904421	28936526	16
p11.2	CD19	28931939	28939346	16
p11.2	NFATC2IP	28950807	28967097	16
p11.2	SPNS1	28974221	28984548	16
p11.2	LAT	28984826	28990783	16
p11.2	RRN3P2	29074976	29116718	16
p11.2	SNX29P2	29350746	29370272	16
p11.2	BOLA2	29443056	29454964	16
p11.2	SLX1B	29454501	29458219	16
p11.2	SLX1B-SULT1A4	29455105	29464963	16
p11.2	SULT1A4	29459889	29464976	16
p11.2	SLC7A5P1	29613104	29613640	16
p11.2	SPN	29662979	29670876	16
p11.2	QPRT	29679008	29698699	16
p11.2	C16orf54	29742463	29746006	16
p11.2	ZG16	29778240	29782973	16
p11.2	KIF22	29790719	29805385	16
p11.2	MAZ	29806106	29811164	16
p11.2	PRRT2	29811382	29815892	16
p11.2	MVP	29820394	29848039	16
p11.2	CDIPT	29858357	29863736	16
p11.2	SEZ6L2	29871159	29899547	16
p11.2	ASPHD1	29900375	29919864	16
p11.2	KCTD13	29905012	29927035	16
p11.2	TMEM219	29940885	29973052	16
p11.2	TAOK2	29973641	29992261	16
p11.2	HIRIP3	29992321	29996436	16
p11.2	INO80E	29995294	30005793	16
p11.2	DOC2A	30005509	30023270	16
p11.2	C16orf92	30023334	30027736	16
p11.2	FAM57B	30024427	30052978	16
p11.2	ALDOA	30053090	30070457	16
p11.2	PPP4C	30075978	30085377	16
p11.2	TBX6	30085793	30091887	16
p11.2	YPEL3	30092314	30096915	16
p11.2	GDPD3	30104810	30113856	16
p11.2	MAPK3	30114105	30123506	16
p11.2	CORO1A	30182827	30189076	16
p11.2	BOLA2B	30192934	30194306	16
p11.2	SLX1A	30193887	30197561	16
p11.2	SLX1A-SULT1A3	30193892	30204310	16
p11.2	SULT1A3	30199228	30204310	16
p11.2	CD2BP2	30350766	30355361	16
p11.2	TBC1D10B	30357102	30370264	16
p11.2	MYLPF	30370934	30377991	16
p11.2	ZNF48	30378106	30400108	16
p11.2	SEPT1	30378133	30395991	16
p11.2	ZNF771	30407297	30431108	16
p11.2	DCTPP1	30423619	30430075	16
p11.2	SEPHS2	30443631	30446181	16
p11.2	ITGAL	30472658	30523185	16
p11.2	MIR4518	30503919	30504001	16
p11.2	ZNF768	30524001	30526821	16
p11.2	ZNF747	30530367	30535347	16
p11.2	ZNF764	30553764	30558498	16
p11.2	ZNF688	30569346	30572734	16
p11.2	ZNF785	30573740	30585771	16
p11.2	ZNF689	30602558	30624012	16
p11.2	PRR14	30650717	30656440	16
p11.2	FBRS	30658431	30670814	16
p11.2	SRCAP	30698209	30741409	16
p11.2	SNORA30	30710537	30710665	16
p11.2	PHKG2	30748270	30761176	16
p11.2	RNF40	30761745	30776307	16
p11.2	ZNF629	30778449	30787202	16
p11.2	BCL7C	30833626	30894960	16
p11.2	MIR4519	30875266	30875323	16
p11.2	MIR762	30893903	30893985	16
p11.2	CTF1	30896607	30903560	16
p11.2	FBXL19-AS1	30919319	30923269	16
p11.2	FBXL19	30923055	30948783	16
p11.2	ORAI3	30949066	30956461	16
p11.2	SETD1A	30957294	30985116	16
p11.2	HSD3B7	30985207	30989152	16
p11.2	STX1B	30989256	31010628	16
p11.2	STX4	31032889	31042975	16
p11.2	ZNF668	31060843	31074320	16
p11.2	ZNF646	31074422	31084196	16
p11.2	PRSS53	31083425	31089628	16
p11.2	VKORC1	31090842	31095980	16
p11.2	BCKDK	31106107	31112791	16
p11.2	KAT8	31115754	31131393	16
p11.2	PRSS8	31131433	31135762	16
p11.2	PRSS36	31138925	31150094	16
p11.2	FUS	31180110	31194871	16
p11.2	PYCARD	31201485	31203450	16
p11.2	TRIM72	31214021	31231537	16
p11.2	PYDC1	31215962	31217359	16
p11.2	ITGAM	31259990	31332892	16
p11.2	ITGAX	31355134	31382997	16
p11.2	ITGAD	31393312	31426505	16
p11.2	COX6A2	31427731	31428428	16
p11.2	ZNF843	31432593	31443160	16
p11.2	ARMC5	31458080	31467166	16
p11.2	TGFB1I1	31471585	31477960	16
p11.2	SLC5A2	31483002	31490860	16
p11.2	C16orf58	31489471	31509309	16
p11.2	AHSP	31527864	31528803	16
p11.2	ZNF720	31713229	31794869	16
p11.2	ZNF267	31873758	31917357	16
p11.2	HERC2P4	32103245	32188107	16
p11.2	TP53TG3	32673528	32676732	16
p11.2	SLC6A10P	32877469	32885501	16
p11.2	TP53TG3C	33193659	33196858	16
p11.2	TP53TG3B	33360274	33363478	16
p11.2	LINC00273	34158585	34160036	16
p11.2	UBE2MP1	35169692	35170241	16
q11.2	ANKRD26P1	46469341	46569097	16
q11.2	SHCBP1	46580554	46621626	16
q11.2	VPS35	46656132	46689518	16
q11.2	ORC6	46689643	46698394	16
q11.2	MYLK3	46703369	46790407	16
q11.2	C16orf87	46796607	46831411	16
q11.2	GPT2	46884378	46931297	16
q11.2	DNAJA2	46955362	46973788	16
q12.1	NETO2	47077703	47143997	16
q12.1	ITFG1	47154387	47464149	16
q12.1	PHKB	47461123	47701523	16
q12.1	ABCC12	48082973	48156018	16
q12.1	ABCC11	48166910	48247568	16
q12.1	LONP2	48244296	48363122	16
q12.1	SIAH1	48356364	48448402	16
q12.1	N4BP1	48538726	48620148	16
q12.1	CBLN1	49277917	49281831	16
q12.1	C16orf78	49373823	49399431	16
q12.1	ZNF423	49487524	49857919	16
q12.1	CNEP1R1	50024410	50037088	16
q12.1	HEATR3	50065941	50106387	16
q12.1	PAPD5	50152918	50235310	16
q12.1	ADCY7	50246137	50318135	16
q12.1	BRD7	50313487	50368934	16
q12.1	NKD1	50548330	50649249	16
q12.1	SNX20	50666300	50681353	16
q12.1	NOD2	50693603	50733077	16
q12.1	CYLD	50742050	50801935	16
q12.1	SALL1	51135975	51151367	16
q12.1	TOX3	52438005	52547802	16
q12.2	CHD9	53055033	53329150	16
q12.2	RBL2	53433977	53491649	16
q12.2	AKTIP	53491040	53504411	16
q12.2	RPGRIP1L	53597683	53703938	16
q12.2	FTO	53701692	54158512	16
q12.2	IRX3	54283304	54286763	16
q12.2	CRNDE	54845189	54929189	16
q12.2	IRX5	54930862	54934485	16
q12.2	IRX6	55323760	55330760	16
q12.2	MMP2	55389700	55506691	16
q12.2	LPCAT2	55508998	55586670	16
q12.2	CAPNS2	55566672	55567687	16
q12.2	SLC6A2	55655604	55706192	16
q12.2	CES1P2	55728115	55750111	16
q12.2	CES1P1	55760548	55794158	16
q12.2	CES1	55802851	55833337	16
q12.2	CES5A	55846154	55956031	16
q13	GNAO1	56191390	56357444	16
q13	MIR3935	56245520	56245623	16
q13	AMFR	56361452	56425538	16
q13	NUDT21	56429133	56452199	16
q13	OGFOD1	56451490	56479100	16
q13	BBS2	56466836	56520283	16
q13	MT4	56565049	56568957	16
q13	MT3	56589074	56591088	16
q13	MT2A	56608199	56609497	16
q13	MT1L	56617476	56618818	16
q13	MT1E	56625475	56627112	16
q13	MT1M	56632233	56633986	16
q13	MT1JP	56635739	56637086	16
q13	MT1A	56638666	56640087	16
q13	MT1DP	56643705	56644786	16
q13	MT1B	56651899	56653204	16
q13	MT1F	56657694	56660698	16
q13	MT1G	56666731	56668065	16
q13	MT1H	56669814	56671129	16
q13	MT1X	56682424	56684196	16
q13	NUP93	56730105	56850286	16
q13	MIR138-2	56858518	56858601	16
q13	SLC12A3	56865207	56915850	16
q13	HERPUD1	56932048	56944863	16
q13	CETP	56961850	56983845	16
q13	NLRC5	56989485	57083531	16
q13	CPNE2	57092537	57148367	16
q13	FAM192A	57152466	57186116	16
q13	RSPRY1	57186137	57240475	16
q13	ARL2BP	57245098	57253635	16
q13	PLLP	57248547	57284687	16
q21	CCL22	57358772	57366190	16
q21	CX3CL1	57372458	57385048	16
q21	CCL17	57404767	57416062	16
q21	CIAPIN1	57428169	57447528	16
q21	COQ9	57447425	57461275	16
q21	POLR2C	57462387	57472010	16
q21	DOK4	57471922	57487327	16
q21	CCDC102A	57512178	57536599	16
q21	KATNB1	57735730	57757250	16
q21	KIFC3	57758217	57863053	16
q21	CNGB1	57882340	57971116	16
q21	TEPP	57976435	57988116	16
q21	ZNF319	57994668	58000453	16
q21	MMP15	58025566	58046901	16
q21	CSNK2A2	58157907	58197920	16
q21	CCDC113	58231157	58283836	16
q21	PRSS54	58279997	58295047	16
q21	GINS3	58295080	58406144	16
q21	NDRG4	58462846	58513628	16
q21	SETD6	58515479	58521181	16
q21	CNOT1	58519951	58629886	16
q21	SNORA46	58548499	58548633	16
q21	SLC38A7	58665109	58685104	16
q21	GOT2	58707131	58734357	16
q21	CDH8	61647242	62037035	16
q21	CDH11	64943753	65126112	16
q21	CDH5	66366622	66404786	16
q21	BEAN1	66427297	66493529	16
q21	TK2	66508003	66552544	16
q21	CKLF	66552563	66566251	16
q21	CKLF-CMTM1	66552587	66579135	16
q21	CMTM1	66566393	66579137	16
q21	CMTM2	66579448	66588275	16
q22.1	CMTM3	66603874	66613892	16
q22.1	CMTM4	66614750	66696707	16
q22.1	DYNC1LI2	66720893	66751798	16
q22.1	NAE1	66802875	66873256	16
q22.1	CA7	66844379	66854153	16
q22.1	PDP2	66878589	66895754	16
q22.1	CDH16	66908122	66918984	16
q22.1	RRAD	66921679	66925644	16
q22.1	FAM96B	66932055	66934423	16
q22.1	CES2	66934444	66945096	16
q22.1	CES3	66961237	66975148	16
q22.1	CES4A	66988589	67009758	16
q22.1	CBFB	67029116	67101058	16
q22.1	C16orf70	67109958	67148539	16
q22.1	B3GNT9	67148105	67151214	16
q22.1	TRADD	67154180	67160298	16
q22.1	FBXL8	67159931	67164570	16
q22.1	HSF4	67164681	67169945	16
q22.1	NOL3	67170154	67175735	16
q22.1	KIAA0895L	67175602	67184040	16
q22.1	EXOC3L1	67184366	67190204	16
q22.1	E2F4	67192169	67198918	16
q22.1	ELMO3	67199111	67204029	16
q22.1	MIR328	67202321	67202395	16
q22.1	LRRC29	67207139	67227048	16
q22.1	TMEM208	67227103	67229278	16
q22.1	FHOD1	67229387	67247658	16
q22.1	SLC9A5	67237683	67272190	16
q22.1	PLEKHG4	67277510	67289499	16
q22.1	KCTD19	67289428	67326763	16
q22.1	LRRC36	67326798	67385203	16
q22.1	TPPP3	67389809	67393535	16
q22.1	ZDHHC1	67394419	67416833	16
q22.1	HSD11B2	67430652	67437553	16
q22.1	ATP6V0D1	67438014	67481237	16
q22.1	AGRP	67482571	67483813	16
q22.1	FAM65A	67518418	67546788	16
q22.1	CTCF	67562407	67639183	16
q22.1	ACD	67657512	67660815	16
q22.1	PARD6A	67660946	67662778	16
q22.1	C16orf86	67666816	67668758	16
q22.1	GFOD2	67674531	67719421	16
q22.1	RANBP10	67723066	67806652	16
q22.1	TSNAXIP1	67806765	67832148	16
q22.1	CENPT	67828157	67847811	16
q22.1	THAP11	67842082	67844195	16
q22.1	NUTF2	67846732	67872567	16
q22.1	EDC4	67873023	67884503	16
q22.1	NRN1L	67884805	67888855	16
q22.1	PSKH1	67893272	67929678	16
q22.1	CTRL	67927640	67932414	16
q22.1	PSMB10	67934502	67937087	16
q22.1	LCAT	67939750	67944131	16
q22.1	SLC12A4	67943474	67969601	16
q22.1	DPEP3	67975663	67980829	16
q22.1	DPEP2	67987394	68000586	16
q22.1	DDX28	68021274	68023442	16
q22.1	NFATC3	68084751	68229259	16
q22.1	ESRP2	68229111	68238102	16
q22.1	PLA2G15	68245304	68261062	16
q22.1	SLC7A6	68264516	68301823	16
q22.1	SLC7A6OS	68284503	68310946	16
q22.1	PRMT7	68310974	68358563	16
q22.1	SMPD3	68358325	68448688	16
q22.1	ZFP90	68530090	68576072	16
q22.1	CDH3	68636189	68722616	16
q22.1	CDH1	68737225	68835548	16
q22.1	HAS3	69105564	69118719	16
q22.1	CHTF8	69118010	69132584	16
q22.1	SNTB2	69187129	69309052	16
q22.1	VPS4A	69311356	69326939	16
q22.1	COG8	69320140	69339583	16
q22.1	COG8	69326913	69339667	16
q22.1	PDF	69328621	69330595	16
q22.1	NIP7	69339430	69343111	16
q22.1	TMED6	69343248	69351809	16
q22.1	TERF2	69355561	69408571	16
q22.1	CYB5B	69424525	69466266	16
q22.1	NFAT5	69565094	69704666	16
q22.1	MIR1538	69565808	69565868	16
q22.1	NQO1	69706996	69726951	16
q22.1	NOB1	69741867	69754940	16
q22.1	WWP2	69762306	69941741	16
q22.1	MIR140	69933081	69933180	16
q22.1	CLEC18A	69950705	69964452	16
q22.1	PDXDC2P	70010751	70065945	16
q22.1	MIR1972-2	70030346	70030422	16
q22.1	PDPR	70113626	70162537	16
q22.1	CLEC18C	70173322	70187361	16
q22.1	EXOSC6	70246778	70251930	16
q22.1	AARS	70252295	70289543	16
q22.1	DDX19B	70289663	70335283	16
q22.1	DDX19A	70346829	70373383	16
q22.1	ST3GAL2	70375978	70439237	16
q22.1	FUK	70454421	70480274	16
q22.1	COG4	70480568	70523565	16
q22.1	SF3B3	70523788	70577670	16
q22.1	SNORD111B	70529509	70529588	16
q22.1	SNORD111	70538005	70538098	16
q22.1	IL34	70579895	70660682	16
q22.1	MTSS1L	70661204	70686066	16
q22.2	VAC14	70687439	70801161	16
q22.2	HYDIN	70807378	71230722	16
q22.2	CALB2	71358713	71390438	16
q22.2	ZNF23	71447597	71463095	16
q22.2	ZNF19	71464555	71565089	16
q22.2	CHST4	71525233	71538746	16
